2025-09-18 17:35:43 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-09-18 17:35:43 | INFO | BUZZ_TOPIC: buzzline_v2
2025-09-18 17:35:43 | INFO | KAFKA_BROKER_ADDRESS: 172.21.223.52:9092
2025-09-18 17:35:43 | INFO | BASE_DATA_DIR: ~/OneDrive/Desktop/Masters/Streaming Data/Mod 5/buzzline-05-schroder/data
2025-09-18 17:35:43 | INFO | LIVE_DATA_PATH: ~/OneDrive/Desktop/Masters/Streaming Data/Mod 5/buzzline-05-schroder/data/project_live.json
2025-09-18 17:35:43 | INFO | BASE_DATA_DIR: ~/OneDrive/Desktop/Masters/Streaming Data/Mod 5/buzzline-05-schroder/data
2025-09-18 17:35:43 | INFO | SQLITE_PATH: ~/OneDrive/Desktop/Masters/Streaming Data/Mod 5/buzzline-05-schroder/data/buzz.sqlite
2025-09-18 17:35:43 | INFO | KAFKA_BROKER_ADDRESS: 172.21.223.52:9092
2025-09-18 17:35:43 | INFO | Kafka broker address: 172.21.223.52:9092
2025-09-18 17:35:43 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 0, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'fCKkC1fvT7e0yHJQ3TZReQ', 'controller_id': 0}
2025-09-18 17:35:43 | INFO | Kafka producer connected to 172.21.223.52:9092
2025-09-18 17:35:43 | INFO | KAFKA_BROKER_ADDRESS: 172.21.223.52:9092
2025-09-18 17:35:43 | INFO | Kafka broker address: 172.21.223.52:9092
2025-09-18 17:35:43 | INFO | Topic 'buzzline_v2' already exists. Recreating fresh...
2025-09-18 17:35:43 | INFO | Requested deletion of topic 'buzzline_v2'.
2025-09-18 17:35:43 | ERROR | Error managing topic 'buzzline_v2': [Error 36] TopicAlreadyExistsError: Request 'CreateTopicsRequest_v3(create_topic_requests=[(topic='buzzline_v2', num_partitions=1, replication_factor=1, replica_assignment=[], configs=[])], timeout=30000, validate_only=False)' failed with response 'CreateTopicsResponse_v3(throttle_time_ms=0, topic_errors=[(topic='buzzline_v2', error_code=36, error_message="Topic 'buzzline_v2' is marked for deletion.")])'.
2025-09-18 17:42:13 | INFO | Logging to file: logs/project_log.log
2025-09-18 17:42:13 | INFO | Log sanitization enabled, personal info removed
2025-09-18 17:42:13 | INFO | Starting Producer to run continuously.
2025-09-18 17:42:13 | INFO | Use Ctrl+C to stop.
2025-09-18 17:42:13 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-09-18 17:42:13 | INFO | BUZZ_TOPIC: buzzline_v2
2025-09-18 17:42:13 | INFO | KAFKA_BROKER_ADDRESS: 172.21.223.52:9092
2025-09-18 17:42:13 | INFO | BASE_DATA_DIR: ~/OneDrive/Desktop/Masters/Streaming Data/Mod 5/buzzline-05-schroder/data
2025-09-18 17:42:13 | INFO | LIVE_DATA_PATH: ~/OneDrive/Desktop/Masters/Streaming Data/Mod 5/buzzline-05-schroder/data/project_live.json
2025-09-18 17:42:13 | INFO | BASE_DATA_DIR: ~/OneDrive/Desktop/Masters/Streaming Data/Mod 5/buzzline-05-schroder/data
2025-09-18 17:42:13 | INFO | SQLITE_PATH: ~/OneDrive/Desktop/Masters/Streaming Data/Mod 5/buzzline-05-schroder/data/buzz.sqlite
2025-09-18 17:42:13 | INFO | KAFKA_BROKER_ADDRESS: 172.21.223.52:9092
2025-09-18 17:42:13 | INFO | Kafka broker address: 172.21.223.52:9092
2025-09-18 17:42:13 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 0, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'fCKkC1fvT7e0yHJQ3TZReQ', 'controller_id': 0}
2025-09-18 17:42:13 | INFO | Kafka producer connected to 172.21.223.52:9092
2025-09-18 17:42:13 | INFO | KAFKA_BROKER_ADDRESS: 172.21.223.52:9092
2025-09-18 17:42:13 | INFO | Kafka broker address: 172.21.223.52:9092
2025-09-18 17:42:13 | INFO | Topic 'buzzline_v2' created successfully.
2025-09-18 17:42:13 | INFO | Kafka topic 'buzzline_v2' is ready.
2025-09-18 17:42:13 | INFO | {'message': 'I just saw an app! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-18 17:42:13', 'category': 'other', 'sentiment': 0.45, 'keyword_mentioned': 'other', 'message_length': 32}
2025-09-18 17:42:18 | INFO | {'message': 'I just found recipe! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-18 17:42:18', 'category': 'food', 'sentiment': 0.3, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-18 17:42:22 | INFO | Logging to file: logs/project_log.log
2025-09-18 17:42:22 | INFO | Log sanitization enabled, personal info removed
2025-09-18 17:42:22 | INFO | Starting Consumer to run continuously.
2025-09-18 17:42:22 | INFO | Things can fail or get interrupted, so use a try block.
2025-09-18 17:42:22 | INFO | Moved .env variables into a utils config module.
2025-09-18 17:42:22 | INFO | STEP 1. Read environment variables using new config functions.
2025-09-18 17:42:22 | INFO | BUZZ_TOPIC: buzzline_v2
2025-09-18 17:42:22 | INFO | KAFKA_BROKER_ADDRESS: 172.21.223.52:9092
2025-09-18 17:42:22 | INFO | BUZZ_CONSUMER_GROUP_ID: buzz_group
2025-09-18 17:42:22 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-09-18 17:42:22 | INFO | BASE_DATA_DIR: ~/OneDrive/Desktop/Masters/Streaming Data/Mod 5/buzzline-05-schroder/data
2025-09-18 17:42:22 | INFO | SQLITE_PATH: ~/OneDrive/Desktop/Masters/Streaming Data/Mod 5/buzzline-05-schroder/data/buzz.sqlite
2025-09-18 17:42:22 | INFO | SUCCESS: Read environment variables.
2025-09-18 17:42:22 | INFO | ENV: topic=buzzline_v2, kafka_url=172.21.223.52:9092, group_id=buzz_group
2025-09-18 17:42:22 | INFO | ENV: sqlite_path=~/OneDrive/Desktop/Masters/Streaming Data/Mod 5/buzzline-05-schroder/data/buzz.sqlite, interval_secs=5
2025-09-18 17:42:22 | INFO | STEP 2. Delete any prior database file for a fresh start.
2025-09-18 17:42:22 | INFO | SUCCESS: Deleted database file.
2025-09-18 17:42:22 | INFO | STEP 3. Initialize a new database with an empty table.
2025-09-18 17:42:22 | INFO | Calling SQLite init_db() with {db_path=}.
2025-09-18 17:42:22 | INFO | SUCCESS: Got a cursor to execute SQL.
2025-09-18 17:42:22 | INFO | SUCCESS: Database initialized and table ready at ~/OneDrive/Desktop/Masters/Streaming Data/Mod 5/buzzline-05-schroder/data/buzz.sqlite.
2025-09-18 17:42:22 | INFO | STEP 4. Begin consuming and storing messages.
2025-09-18 17:42:22 | INFO | Called consume_messages_from_kafka() with:
2025-09-18 17:42:22 | INFO |    topic=buzzline_v2
2025-09-18 17:42:22 | INFO |    kafka_url=172.21.223.52:9092
2025-09-18 17:42:22 | INFO |    group=buzz_group
2025-09-18 17:42:22 | INFO |    sql_path=~/OneDrive/Desktop/Masters/Streaming Data/Mod 5/buzzline-05-schroder/data/buzz.sqlite
2025-09-18 17:42:22 | INFO |    interval_secs=5
2025-09-18 17:42:22 | INFO | Step 1. Verify Kafka Services.
2025-09-18 17:42:22 | INFO | KAFKA_BROKER_ADDRESS: 172.21.223.52:9092
2025-09-18 17:42:22 | INFO | Kafka broker address: 172.21.223.52:9092
2025-09-18 17:42:22 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 0, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'fCKkC1fvT7e0yHJQ3TZReQ', 'controller_id': 0}
2025-09-18 17:42:22 | INFO | Step 2. Create a Kafka consumer.
2025-09-18 17:42:22 | INFO | KAFKA_BROKER_ADDRESS: 172.21.223.52:9092
2025-09-18 17:42:22 | INFO | Kafka broker address: 172.21.223.52:9092
2025-09-18 17:42:22 | INFO | Creating Kafka consumer. Topic='buzzline_v2' and group ID='buzz_group'.
2025-09-18 17:42:22 | INFO | Kafka consumer created successfully.
2025-09-18 17:42:22 | INFO | Kafka consumer created successfully.
2025-09-18 17:42:22 | INFO | Step 3. Verify topic exists.
2025-09-18 17:42:22 | INFO | KAFKA_BROKER_ADDRESS: 172.21.223.52:9092
2025-09-18 17:42:22 | INFO | Kafka broker address: 172.21.223.52:9092
2025-09-18 17:42:22 | INFO | is_topic_available: topic 'buzzline_v2' found on 172.21.223.52:9092.
2025-09-18 17:42:22 | INFO | Kafka topic 'buzzline_v2' is ready.
2025-09-18 17:42:22 | INFO | Step 4. Process messages.
2025-09-18 17:42:22 | INFO | Calling SQLite insert_message() with:
2025-09-18 17:42:22 | INFO | message={'message': 'I just saw an app! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-18 17:42:13', 'category': 'other', 'sentiment': 0.45, 'keyword_mentioned': 'other', 'message_length': 32}
2025-09-18 17:42:22 | INFO | db_path=WindowsPath('C:/Users/admin/OneDrive/Desktop/Masters/Streaming Data/Mod 5/buzzline-05-schroder/data/buzz.sqlite')
2025-09-18 17:42:22 | INFO | Inserted one message into the database.
2025-09-18 17:42:22 | INFO | Calling SQLite insert_message() with:
2025-09-18 17:42:22 | INFO | message={'message': 'I just found recipe! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-18 17:42:18', 'category': 'food', 'sentiment': 0.3, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-18 17:42:22 | INFO | db_path=WindowsPath('C:/Users/admin/OneDrive/Desktop/Masters/Streaming Data/Mod 5/buzzline-05-schroder/data/buzz.sqlite')
2025-09-18 17:42:23 | INFO | Inserted one message into the database.
2025-09-18 17:42:23 | INFO | {'message': 'I just tried travel! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-18 17:42:23', 'category': 'travel', 'sentiment': 0.05, 'keyword_mentioned': 'travel', 'message_length': 36}
2025-09-18 17:42:24 | INFO | Calling SQLite insert_message() with:
2025-09-18 17:42:24 | INFO | message={'message': 'I just tried travel! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-18 17:42:23', 'category': 'travel', 'sentiment': 0.05, 'keyword_mentioned': 'travel', 'message_length': 36}
2025-09-18 17:42:24 | INFO | db_path=WindowsPath('C:/Users/admin/OneDrive/Desktop/Masters/Streaming Data/Mod 5/buzzline-05-schroder/data/buzz.sqlite')
2025-09-18 17:42:24 | INFO | Inserted one message into the database.
2025-09-18 17:42:28 | INFO | {'message': 'I just loved JavaScript! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-18 17:42:28', 'category': 'tech', 'sentiment': 0.79, 'keyword_mentioned': 'JavaScript', 'message_length': 40}
2025-09-18 17:42:28 | INFO | Calling SQLite insert_message() with:
2025-09-18 17:42:28 | INFO | message={'message': 'I just loved JavaScript! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-18 17:42:28', 'category': 'tech', 'sentiment': 0.79, 'keyword_mentioned': 'JavaScript', 'message_length': 40}
2025-09-18 17:42:28 | INFO | db_path=WindowsPath('C:/Users/admin/OneDrive/Desktop/Masters/Streaming Data/Mod 5/buzzline-05-schroder/data/buzz.sqlite')
2025-09-18 17:42:29 | INFO | Inserted one message into the database.
2025-09-18 17:42:29 | WARNING | Producer interrupted by user.
2025-09-18 17:42:29 | INFO | Kafka producer closed.
2025-09-18 17:42:29 | INFO | Producer shutting down.
2025-09-18 17:42:31 | WARNING | Consumer interrupted by user.
2025-09-18 17:42:31 | INFO | Kafka consumer closed.
2025-09-18 17:42:31 | INFO | Consumer shutting down.
